2026-02-09 15:48:53,REALTIME,PUBLIC,SUSPICIOUS,0.351,0.016,Fear,37
2026-02-09 15:49:00,REALTIME,PUBLIC,SUSPICIOUS,0.458,0.179,Angry,10
2026-02-09 18:52:47,REALTIME,PUBLIC,SUSPICIOUS,0.421,0.147,Angry,10
2026-02-09 18:52:59,REALTIME,PUBLIC,SUSPICIOUS,0.452,0.187,Angry,10
2026-02-09 18:59:41,REALTIME,PUBLIC,SUSPICIOUS,0.43,0.376,Angry,33
2026-02-09 19:00:11,REALTIME,PUBLIC,SUSPICIOUS,0.43,0.43,Angry,36
2026-02-09 19:01:47,REALTIME,PUBLIC,SUSPICIOUS,0.381,0.277,Angry,35
2026-02-09 19:05:35,REALTIME,PUBLIC,SUSPICIOUS,0.42,0.07,Angry,49
